order,index,discussion_path,discussion_url,model_id,is_hidden,length,is_non_english
138,5098,diffusers@stable-diffusion-xl-1.0-inpainting-0.1\discussion_11.yaml,https://huggingface.co/diffusers/stable-diffusion-xl-1.0-inpainting-0.1/discussions/11,diffusers/stable-diffusion-xl-1.0-inpainting-0.1,FALSE,346,FALSE
139,21085,tiiuae@falcon-7b-instruct\discussion_68.yaml,https://huggingface.co/tiiuae/falcon-7b-instruct/discussions/68,tiiuae/falcon-7b-instruct,FALSE,1796,FALSE
140,9434,jondurbin@airoboros-l2-70b-2.1\discussion_2.yaml,https://huggingface.co/jondurbin/airoboros-l2-70b-2.1/discussions/2,jondurbin/airoboros-l2-70b-2.1,FALSE,1764,FALSE
141,6837,flax-community@t5-recipe-generation\discussion_2.yaml,https://huggingface.co/flax-community/t5-recipe-generation/discussions/2,flax-community/t5-recipe-generation,FALSE,630,FALSE
142,21695,ugriffo@phixtral-2x2_8-GGUF\discussion_1.yaml,https://huggingface.co/ugriffo/phixtral-2x2_8-GGUF/discussions/1,ugriffo/phixtral-2x2_8-GGUF,FALSE,805,FALSE
143,9534,Jude2ky@ChatGTP4\discussion_4.yaml,https://huggingface.co/Jude2ky/ChatGTP4/discussions/4,Jude2ky/ChatGTP4,FALSE,45,TRUE
144,1875,bigcode@starcoderbase\discussion_10.yaml,https://huggingface.co/bigcode/starcoderbase/discussions/10,bigcode/starcoderbase,FALSE,1099,FALSE
145,19925,TheBloke@Vicuna-33B-1-3-SuperHOT-8K-GPTQ\discussion_1.yaml,https://huggingface.co/TheBloke/Vicuna-33B-1-3-SuperHOT-8K-GPTQ/discussions/1,TheBloke/Vicuna-33B-1-3-SuperHOT-8K-GPTQ,FALSE,406,FALSE
146,8836,iniyaanban@realtime-attendance-software\discussion_1.yaml,https://huggingface.co/iniyaanban/realtime-attendance-software/discussions/1,iniyaanban/realtime-attendance-software,FALSE,721,FALSE
147,20184,TheBloke@WizardLM-30B-Uncensored-GGML\discussion_4.yaml,https://huggingface.co/TheBloke/WizardLM-30B-Uncensored-GGML/discussions/4,TheBloke/WizardLM-30B-Uncensored-GGML,FALSE,189,FALSE
148,13042,nferruz@ProtGPT2\discussion_3.yaml,https://huggingface.co/nferruz/ProtGPT2/discussions/3,nferruz/ProtGPT2,FALSE,2210,FALSE
149,16486,segmind@SSD-1B\discussion_38.yaml,https://huggingface.co/segmind/SSD-1B/discussions/38,segmind/SSD-1B,FALSE,169,FALSE
150,17763,strangeman3107@animov-0.1.1\discussion_4.yaml,https://huggingface.co/strangeman3107/animov-0.1.1/discussions/4,strangeman3107/animov-0.1.1,FALSE,168,FALSE
151,10588,lmsys@vicuna-33b-v1.3\discussion_3.yaml,https://huggingface.co/lmsys/vicuna-33b-v1.3/discussions/3,lmsys/vicuna-33b-v1.3,FALSE,255,FALSE
152,14818,PiyarSquare@sd_asim_simpsons\discussion_3.yaml,https://huggingface.co/PiyarSquare/sd_asim_simpsons/discussions/3,PiyarSquare/sd_asim_simpsons,FALSE,165,FALSE
153,9895,ku-nlp@deberta-v2-base-japanese\discussion_1.yaml,https://huggingface.co/ku-nlp/deberta-v2-base-japanese/discussions/1,ku-nlp/deberta-v2-base-japanese,FALSE,373,FALSE
154,5780,Ehab222@Pt\discussion_1.yaml,https://huggingface.co/Ehab222/Pt/discussions/1,Ehab222/Pt,FALSE,41,TRUE
155,16405,sd-dreambooth-library@paolo-bonolis\discussion_1.yaml,https://huggingface.co/sd-dreambooth-library/paolo-bonolis/discussions/1,sd-dreambooth-library/paolo-bonolis,FALSE,68,TRUE
156,18737,TheBloke@guanaco-7B-GGML\discussion_3.yaml,https://huggingface.co/TheBloke/guanaco-7B-GGML/discussions/3,TheBloke/guanaco-7B-GGML,FALSE,3641,FALSE
157,21041,tiiuae@falcon-7b-instruct\discussion_15.yaml,https://huggingface.co/tiiuae/falcon-7b-instruct/discussions/15,tiiuae/falcon-7b-instruct,FALSE,323,FALSE
158,8650,IDEA-CCNL@Ziya-LLaMA-13B-v1\discussion_27.yaml,https://huggingface.co/IDEA-CCNL/Ziya-LLaMA-13B-v1/discussions/27,IDEA-CCNL/Ziya-LLaMA-13B-v1,FALSE,88,TRUE
159,16424,SeaLLMs@SeaLLM-7B-Hybrid\discussion_1.yaml,https://huggingface.co/SeaLLMs/SeaLLM-7B-Hybrid/discussions/1,SeaLLMs/SeaLLM-7B-Hybrid,FALSE,2153,FALSE
160,12069,mistralai@Mixtral-8x7B-Instruct-v0.1\discussion_94.yaml,https://huggingface.co/mistralai/Mixtral-8x7B-Instruct-v0.1/discussions/94,mistralai/Mixtral-8x7B-Instruct-v0.1,FALSE,661,FALSE
161,13547,NovelAI@genji-jp\discussion_2.yaml,https://huggingface.co/NovelAI/genji-jp/discussions/2,NovelAI/genji-jp,FALSE,417,FALSE
162,3214,cognitivecomputations@dolphin-2.2-mistral-7b\discussion_1.yaml,https://huggingface.co/cognitivecomputations/dolphin-2.2-mistral-7b/discussions/1,cognitivecomputations/dolphin-2.2-mistral-7b,FALSE,24742,FALSE
163,12425,morit-00@MORIMORImix\discussion_1.yaml,https://huggingface.co/morit-00/MORIMORImix/discussions/1,morit-00/MORIMORImix,FALSE,63368,TRUE
164,14924,projecte-aina@aguila-7b\discussion_1.yaml,https://huggingface.co/projecte-aina/aguila-7b/discussions/1,projecte-aina/aguila-7b,FALSE,10885,FALSE
165,965,anon8231489123@vicuna-13b-GPTQ-4bit-128g\discussion_51.yaml,https://huggingface.co/anon8231489123/vicuna-13b-GPTQ-4bit-128g/discussions/51,anon8231489123/vicuna-13b-GPTQ-4bit-128g,FALSE,353,FALSE
166,21611,tuner007@pegasus_paraphrase\discussion_12.yaml,https://huggingface.co/tuner007/pegasus_paraphrase/discussions/12,tuner007/pegasus_paraphrase,FALSE,75,FALSE
167,7252,google@flan-t5-xl\discussion_14.yaml,https://huggingface.co/google/flan-t5-xl/discussions/14,google/flan-t5-xl,FALSE,5751,FALSE
168,6728,FightingFalcon@SonmezReyiz\discussion_1.yaml,https://huggingface.co/FightingFalcon/SonmezReyiz/discussions/1,FightingFalcon/SonmezReyiz,FALSE,77,TRUE
169,16650,SG161222@Realistic_Vision_V1.4\discussion_7.yaml,https://huggingface.co/SG161222/Realistic_Vision_V1.4/discussions/7,SG161222/Realistic_Vision_V1.4,FALSE,7768,FALSE
170,18259,TheBloke@airoboros-l2-70B-gpt4-1.4.1-GPTQ\discussion_3.yaml,https://huggingface.co/TheBloke/airoboros-l2-70B-gpt4-1.4.1-GPTQ/discussions/3,TheBloke/airoboros-l2-70B-gpt4-1.4.1-GPTQ,FALSE,96,FALSE
171,19151,TheBloke@LongChat-7B-GGML\discussion_1.yaml,https://huggingface.co/TheBloke/LongChat-7B-GGML/discussions/1,TheBloke/LongChat-7B-GGML,FALSE,828,FALSE
172,4263,ctheodoris@Geneformer\discussion_59.yaml,https://huggingface.co/ctheodoris/Geneformer/discussions/59,ctheodoris/Geneformer,FALSE,1458,FALSE
173,9241,jinaai@jina-embedding-l-en-v1\discussion_3.yaml,https://huggingface.co/jinaai/jina-embedding-l-en-v1/discussions/3,jinaai/jina-embedding-l-en-v1,FALSE,993,FALSE
174,3768,CompVis@stable-diffusion-v1-4\discussion_19.yaml,https://huggingface.co/CompVis/stable-diffusion-v1-4/discussions/19,CompVis/stable-diffusion-v1-4,FALSE,889,FALSE
175,20181,TheBloke@WizardLM-30B-Uncensored-GGML\discussion_1.yaml,https://huggingface.co/TheBloke/WizardLM-30B-Uncensored-GGML/discussions/1,TheBloke/WizardLM-30B-Uncensored-GGML,FALSE,1883,FALSE
176,1512,balacoon@tts\discussion_8.yaml,https://huggingface.co/balacoon/tts/discussions/8,balacoon/tts,FALSE,1825,FALSE
177,142,22h@vintedois-diffusion-v0-1\discussion_13.yaml,https://huggingface.co/22h/vintedois-diffusion-v0-1/discussions/13,22h/vintedois-diffusion-v0-1,FALSE,98,FALSE
178,6113,facebook@bart-large-mnli\discussion_1.yaml,https://huggingface.co/facebook/bart-large-mnli/discussions/1,facebook/bart-large-mnli,FALSE,2073,FALSE
179,15027,proximasanfinetuning@fantassified_icons_v2\discussion_4.yaml,https://huggingface.co/proximasanfinetuning/fantassified_icons_v2/discussions/4,proximasanfinetuning/fantassified_icons_v2,FALSE,723,FALSE
180,15291,Qwen@Qwen-7B-Chat\discussion_15.yaml,https://huggingface.co/Qwen/Qwen-7B-Chat/discussions/15,Qwen/Qwen-7B-Chat,FALSE,287,TRUE
181,15795,runwayml@stable-diffusion-v1-5\discussion_81.yaml,https://huggingface.co/runwayml/stable-diffusion-v1-5/discussions/81,runwayml/stable-diffusion-v1-5,TRUE,5550,FALSE
182,19934,TheBloke@vicuna-7B-1.1-GPTQ\discussion_5.yaml,https://huggingface.co/TheBloke/vicuna-7B-1.1-GPTQ/discussions/5,TheBloke/vicuna-7B-1.1-GPTQ,FALSE,5385,FALSE
183,19056,TheBloke@Llama-2-7B-Chat-GPTQ\discussion_21.yaml,https://huggingface.co/TheBloke/Llama-2-7B-Chat-GPTQ/discussions/21,TheBloke/Llama-2-7B-Chat-GPTQ,TRUE,12,FALSE
184,10510,llmware@bling-sheared-llama-2.7b-0.1\discussion_1.yaml,https://huggingface.co/llmware/bling-sheared-llama-2.7b-0.1/discussions/1,llmware/bling-sheared-llama-2.7b-0.1,FALSE,1791,FALSE
185,1165,Astris@Furry-AO3-LoRA\discussion_1.yaml,https://huggingface.co/Astris/Furry-AO3-LoRA/discussions/1,Astris/Furry-AO3-LoRA,FALSE,898,FALSE
186,20814,tiiuae@falcon-40b\discussion_103.yaml,https://huggingface.co/tiiuae/falcon-40b/discussions/103,tiiuae/falcon-40b,FALSE,3470,FALSE
187,17375,stabilityai@stable-diffusion-x4-upscaler\discussion_8.yaml,https://huggingface.co/stabilityai/stable-diffusion-x4-upscaler/discussions/8,stabilityai/stable-diffusion-x4-upscaler,FALSE,1604,FALSE
188,5226,digiplay@kencanmix_v1.5\discussion_2.yaml,https://huggingface.co/digiplay/kencanmix_v1.5/discussions/2,digiplay/kencanmix_v1.5,FALSE,112,FALSE
189,515,Airic@Anything-V4.5\discussion_2.yaml,https://huggingface.co/Airic/Anything-V4.5/discussions/2,Airic/Anything-V4.5,FALSE,79,FALSE
190,334,adept@fuyu-8b\discussion_46.yaml,https://huggingface.co/adept/fuyu-8b/discussions/46,adept/fuyu-8b,FALSE,7253,FALSE
191,22088,vihangd@open_llama_7b_700bt_ggml\discussion_2.yaml,https://huggingface.co/vihangd/open_llama_7b_700bt_ggml/discussions/2,vihangd/open_llama_7b_700bt_ggml,FALSE,528,FALSE
192,12529,mosaicml@mpt-7b\discussion_66.yaml,https://huggingface.co/mosaicml/mpt-7b/discussions/66,mosaicml/mpt-7b,FALSE,3274,FALSE
193,3633,CompVis@stable-diffusion-v-1-4-original\discussion_38.yaml,https://huggingface.co/CompVis/stable-diffusion-v-1-4-original/discussions/38,CompVis/stable-diffusion-v-1-4-original,FALSE,675,FALSE
194,14776,Phind@Phind-CodeLlama-34B-v2\discussion_6.yaml,https://huggingface.co/Phind/Phind-CodeLlama-34B-v2/discussions/6,Phind/Phind-CodeLlama-34B-v2,FALSE,388,FALSE
195,944,anon8231489123@vicuna-13b-GPTQ-4bit-128g\discussion_32.yaml,https://huggingface.co/anon8231489123/vicuna-13b-GPTQ-4bit-128g/discussions/32,anon8231489123/vicuna-13b-GPTQ-4bit-128g,FALSE,5758,FALSE
196,4442,darkstorm2150@Protogen_Infinity_Official_Release\discussion_7.yaml,https://huggingface.co/darkstorm2150/Protogen_Infinity_Official_Release/discussions/7,darkstorm2150/Protogen_Infinity_Official_Release,FALSE,5682,FALSE
197,6798,FlagAlpha@Llama2-Chinese-13b-Chat\discussion_5.yaml,https://huggingface.co/FlagAlpha/Llama2-Chinese-13b-Chat/discussions/5,FlagAlpha/Llama2-Chinese-13b-Chat,FALSE,88,FALSE
198,10378,lllyasviel@ControlNet\discussion_34.yaml,https://huggingface.co/lllyasviel/ControlNet/discussions/34,lllyasviel/ControlNet,FALSE,66,FALSE
199,10602,lmsys@vicuna-7b-v1.1\discussion_6.yaml,https://huggingface.co/lmsys/vicuna-7b-v1.1/discussions/6,lmsys/vicuna-7b-v1.1,FALSE,230,FALSE
200,4649,davanstrien@autotrain-encyclopedia_britannica\discussion_1.yaml,https://huggingface.co/davanstrien/autotrain-encyclopedia_britannica/discussions/1,davanstrien/autotrain-encyclopedia_britannica,FALSE,769,FALSE
201,11173,mesolitica@translation-t5-base-standard-bahasa-cased\discussion_1.yaml,https://huggingface.co/mesolitica/translation-t5-base-standard-bahasa-cased/discussions/1,mesolitica/translation-t5-base-standard-bahasa-cased,FALSE,98,FALSE
202,21400,togethercomputer@RedPajama-INCITE-7B-Base\discussion_6.yaml,https://huggingface.co/togethercomputer/RedPajama-INCITE-7B-Base/discussions/6,togethercomputer/RedPajama-INCITE-7B-Base,FALSE,176,FALSE
203,5393,DionTimmer@controlnet_qrcode-control_v1p_sd15\discussion_10.yaml,https://huggingface.co/DionTimmer/controlnet_qrcode-control_v1p_sd15/discussions/10,DionTimmer/controlnet_qrcode-control_v1p_sd15,FALSE,92,TRUE
204,21316,togethercomputer@GPT-JT-6B-v1\discussion_17.yaml,https://huggingface.co/togethercomputer/GPT-JT-6B-v1/discussions/17,togethercomputer/GPT-JT-6B-v1,FALSE,2842,FALSE
205,17842,suxnet@ICBINP\discussion_1.yaml,https://huggingface.co/suxnet/ICBINP/discussions/1,suxnet/ICBINP,FALSE,412,FALSE
206,9723,keras-io@structured-data-classification-grn-vsn\discussion_1.yaml,https://huggingface.co/keras-io/structured-data-classification-grn-vsn/discussions/1,keras-io/structured-data-classification-grn-vsn,FALSE,524,FALSE
207,17543,stabilityai@stable-diffusion-xl-refiner-1.0\discussion_18.yaml,https://huggingface.co/stabilityai/stable-diffusion-xl-refiner-1.0/discussions/18,stabilityai/stable-diffusion-xl-refiner-1.0,FALSE,2894,FALSE
208,15266,Qwen@Qwen-72B-Chat-Int4\discussion_1.yaml,https://huggingface.co/Qwen/Qwen-72B-Chat-Int4/discussions/1,Qwen/Qwen-72B-Chat-Int4,FALSE,226,FALSE
209,22653,xiaol@Mobius-12B-base\discussion_1.yaml,https://huggingface.co/xiaol/Mobius-12B-base/discussions/1,xiaol/Mobius-12B-base,FALSE,304,TRUE
210,19835,TheBloke@Synthia-MoE-v3-Mixtral-8x7B-GPTQ\discussion_2.yaml,https://huggingface.co/TheBloke/Synthia-MoE-v3-Mixtral-8x7B-GPTQ/discussions/2,TheBloke/Synthia-MoE-v3-Mixtral-8x7B-GPTQ,FALSE,692,FALSE
211,11263,michaelfeil@ct2fast-Llama-2-7b-chat-hf\discussion_2.yaml,https://huggingface.co/michaelfeil/ct2fast-Llama-2-7b-chat-hf/discussions/2,michaelfeil/ct2fast-Llama-2-7b-chat-hf,FALSE,1866,FALSE
212,15473,relaxml@Llama-2-13b-E8P-2Bit\discussion_2.yaml,https://huggingface.co/relaxml/Llama-2-13b-E8P-2Bit/discussions/2,relaxml/Llama-2-13b-E8P-2Bit,FALSE,416,FALSE
213,21222,TinyLlama@TinyLlama-1.1B-Chat-v1.0\discussion_9.yaml,https://huggingface.co/TinyLlama/TinyLlama-1.1B-Chat-v1.0/discussions/9,TinyLlama/TinyLlama-1.1B-Chat-v1.0,FALSE,80,FALSE
214,14728,philschmid@layoutlm-funsd\discussion_1.yaml,https://huggingface.co/philschmid/layoutlm-funsd/discussions/1,philschmid/layoutlm-funsd,FALSE,455,FALSE
215,4723,ddh0@Norocetacean-20b-10k\discussion_2.yaml,https://huggingface.co/ddh0/Norocetacean-20b-10k/discussions/2,ddh0/Norocetacean-20b-10k,FALSE,754,FALSE
216,9737,keremberke@yolov8s-table-extraction\discussion_3.yaml,https://huggingface.co/keremberke/yolov8s-table-extraction/discussions/3,keremberke/yolov8s-table-extraction,FALSE,167,FALSE
217,1855,bigcode@starcoder\discussion_79.yaml,https://huggingface.co/bigcode/starcoder/discussions/79,bigcode/starcoder,FALSE,676,FALSE
218,8146,hkunlp@instructor-xl\discussion_8.yaml,https://huggingface.co/hkunlp/instructor-xl/discussions/8,hkunlp/instructor-xl,FALSE,724,FALSE
219,9608,kaiokendev@SuperCOT-LoRA\discussion_1.yaml,https://huggingface.co/kaiokendev/SuperCOT-LoRA/discussions/1,kaiokendev/SuperCOT-LoRA,FALSE,950,FALSE
220,21470,Tonic@mistralmed\discussion_4.yaml,https://huggingface.co/Tonic/mistralmed/discussions/4,Tonic/mistralmed,FALSE,1072,FALSE
221,134,1toTree@chatglm2-6b-law-ptuning\discussion_1.yaml,https://huggingface.co/1toTree/chatglm2-6b-law-ptuning/discussions/1,1toTree/chatglm2-6b-law-ptuning,FALSE,37,TRUE
222,2038,bigscience@bloom\discussion_261.yaml,https://huggingface.co/bigscience/bloom/discussions/261,bigscience/bloom,TRUE,49,FALSE
223,6867,FlyHigh1@Bettergun\discussion_1.yaml,https://huggingface.co/FlyHigh1/Bettergun/discussions/1,FlyHigh1/Bettergun,FALSE,336,FALSE
224,6052,ethzanalytics@RedPajama-INCITE-Chat-3B-v1-GPTQ-4bit-128g\discussion_1.yaml,https://huggingface.co/ethzanalytics/RedPajama-INCITE-Chat-3B-v1-GPTQ-4bit-128g/discussions/1,ethzanalytics/RedPajama-INCITE-Chat-3B-v1-GPTQ-4bit-128g,FALSE,803,FALSE
225,13762,Onodofthenorth@SD_PixelArt_SpriteSheet_Generator\discussion_2.yaml,https://huggingface.co/Onodofthenorth/SD_PixelArt_SpriteSheet_Generator/discussions/2,Onodofthenorth/SD_PixelArt_SpriteSheet_Generator,FALSE,41,FALSE
226,10806,lxyuan@span-marker-bert-base-multilingual-cased-multinerd\discussion_1.yaml,https://huggingface.co/lxyuan/span-marker-bert-base-multilingual-cased-multinerd/discussions/1,lxyuan/span-marker-bert-base-multilingual-cased-multinerd,FALSE,8716,FALSE
227,4031,coyude@Nous-Hermes-13b-Chinese-GPTQ\discussion_1.yaml,https://huggingface.co/coyude/Nous-Hermes-13b-Chinese-GPTQ/discussions/1,coyude/Nous-Hermes-13b-Chinese-GPTQ,FALSE,32,TRUE
228,20804,tiiuae@falcon-180B-chat\discussion_13.yaml,https://huggingface.co/tiiuae/falcon-180B-chat/discussions/13,tiiuae/falcon-180B-chat,FALSE,579,FALSE
229,16699,ShadoWxShinigamI@MidJourney-PaperCut\discussion_7.yaml,https://huggingface.co/ShadoWxShinigamI/MidJourney-PaperCut/discussions/7,ShadoWxShinigamI/MidJourney-PaperCut,FALSE,195,FALSE
230,13582,nuigurumi@basil_mix\discussion_23.yaml,https://huggingface.co/nuigurumi/basil_mix/discussions/23,nuigurumi/basil_mix,FALSE,2208,FALSE
231,19384,TheBloke@MPT-7B-Storywriter-GGML\discussion_5.yaml,https://huggingface.co/TheBloke/MPT-7B-Storywriter-GGML/discussions/5,TheBloke/MPT-7B-Storywriter-GGML,FALSE,360,FALSE
232,11800,mishima@WinterGoddess-1.4x-limarpv3-70B-L2-32k.GGUF\discussion_1.yaml,https://huggingface.co/mishima/WinterGoddess-1.4x-limarpv3-70B-L2-32k.GGUF/discussions/1,mishima/WinterGoddess-1.4x-limarpv3-70B-L2-32k.GGUF,FALSE,90,FALSE
233,4000,coreml-community@coreml-ModernArtStyle-v10\discussion_1.yaml,https://huggingface.co/coreml-community/coreml-ModernArtStyle-v10/discussions/1,coreml-community/coreml-ModernArtStyle-v10,FALSE,249,FALSE
234,9763,KimKardashianCheats@KimKardashianHollywoodunlimited\discussion_1.yaml,https://huggingface.co/KimKardashianCheats/KimKardashianHollywoodunlimited/discussions/1,KimKardashianCheats/KimKardashianHollywoodunlimited,FALSE,21,FALSE
235,17917,t5-base\discussion_14.yaml,https://huggingface.co/t5-base/discussions/14,t5-base,FALSE,388,FALSE
236,1820,bigcode@starcoder\discussion_43.yaml,https://huggingface.co/bigcode/starcoder/discussions/43,bigcode/starcoder,FALSE,458,FALSE
237,16518,sensenova@piccolo-base-zh\discussion_1.yaml,https://huggingface.co/sensenova/piccolo-base-zh/discussions/1,sensenova/piccolo-base-zh,FALSE,389,FALSE
238,15719,runwayml@stable-diffusion-v1-5\discussion_128.yaml,https://huggingface.co/runwayml/stable-diffusion-v1-5/discussions/128,runwayml/stable-diffusion-v1-5,FALSE,690,FALSE
239,12827,Narsil@finbert2\discussion_4.yaml,https://huggingface.co/Narsil/finbert2/discussions/4,Narsil/finbert2,FALSE,6,FALSE
240,3123,codellama@CodeLlama-34b-Instruct-hf\discussion_23.yaml,https://huggingface.co/codellama/CodeLlama-34b-Instruct-hf/discussions/23,codellama/CodeLlama-34b-Instruct-hf,FALSE,1532,FALSE
241,7983,Helsinki-NLP@opus-mt-ROMANCE-en\discussion_3.yaml,https://huggingface.co/Helsinki-NLP/opus-mt-ROMANCE-en/discussions/3,Helsinki-NLP/opus-mt-ROMANCE-en,FALSE,573,FALSE
242,2697,cerspense@zeroscope_v2_XL\discussion_11.yaml,https://huggingface.co/cerspense/zeroscope_v2_XL/discussions/11,cerspense/zeroscope_v2_XL,FALSE,2168,FALSE
243,10429,lllyasviel@ControlNet-v1-1\discussion_80.yaml,https://huggingface.co/lllyasviel/ControlNet-v1-1/discussions/80,lllyasviel/ControlNet-v1-1,FALSE,158,FALSE
244,21995,valhalla@sdxl-inpaint-ema\discussion_1.yaml,https://huggingface.co/valhalla/sdxl-inpaint-ema/discussions/1,valhalla/sdxl-inpaint-ema,FALSE,1518,FALSE
245,3233,cognitivecomputations@dolphin-2.5-mixtral-8x7b\discussion_10.yaml,https://huggingface.co/cognitivecomputations/dolphin-2.5-mixtral-8x7b/discussions/10,cognitivecomputations/dolphin-2.5-mixtral-8x7b,FALSE,319,FALSE
246,12507,mosaicml@mpt-7b\discussion_28.yaml,https://huggingface.co/mosaicml/mpt-7b/discussions/28,mosaicml/mpt-7b,TRUE,33,TRUE
247,18053,TehVenom@Pygmalion-Vicuna-1.1-7b\discussion_5.yaml,https://huggingface.co/TehVenom/Pygmalion-Vicuna-1.1-7b/discussions/5,TehVenom/Pygmalion-Vicuna-1.1-7b,FALSE,563,FALSE
248,1105,artificialguybr@OpenHermesV2-PTBR\discussion_2.yaml,https://huggingface.co/artificialguybr/OpenHermesV2-PTBR/discussions/2,artificialguybr/OpenHermesV2-PTBR,FALSE,87,FALSE
249,1592,benjamin@roberta-base-wechsel-german\discussion_1.yaml,https://huggingface.co/benjamin/roberta-base-wechsel-german/discussions/1,benjamin/roberta-base-wechsel-german,FALSE,2770,FALSE
250,14474,osanseviero@my-awesome-model\discussion_3.yaml,https://huggingface.co/osanseviero/my-awesome-model/discussions/3,osanseviero/my-awesome-model,FALSE,231,FALSE
251,11483,microsoft@phi-1_5\discussion_55.yaml,https://huggingface.co/microsoft/phi-1_5/discussions/55,microsoft/phi-1_5,FALSE,1144,FALSE
252,12885,ndubey@llama-2-7b-mlabonne-enhanced\discussion_2.yaml,https://huggingface.co/ndubey/llama-2-7b-mlabonne-enhanced/discussions/2,ndubey/llama-2-7b-mlabonne-enhanced,FALSE,190,FALSE
253,16458,segmind@SSD-1B\discussion_10.yaml,https://huggingface.co/segmind/SSD-1B/discussions/10,segmind/SSD-1B,FALSE,1129,FALSE
254,20002,TheBloke@Wizard-Vicuna-13B-Uncensored-GPTQ\discussion_10.yaml,https://huggingface.co/TheBloke/Wizard-Vicuna-13B-Uncensored-GPTQ/discussions/10,TheBloke/Wizard-Vicuna-13B-Uncensored-GPTQ,FALSE,3863,FALSE
255,6625,FarReelAILab@ChatLaw-13B\discussion_3.yaml,https://huggingface.co/FarReelAILab/ChatLaw-13B/discussions/3,FarReelAILab/ChatLaw-13B,FALSE,159,TRUE
256,23088,zaq-hack@Noromaid-v0.4-Mixtral-Instruct-8x7b-Zloss-bpw300-h6-exl2\discussion_2.yaml,https://huggingface.co/zaq-hack/Noromaid-v0.4-Mixtral-Instruct-8x7b-Zloss-bpw300-h6-exl2/discussions/2,zaq-hack/Noromaid-v0.4-Mixtral-Instruct-8x7b-Zloss-bpw300-h6-exl2,FALSE,694,FALSE
257,12405,moonlightnexus@wonder-anime\discussion_1.yaml,https://huggingface.co/moonlightnexus/wonder-anime/discussions/1,moonlightnexus/wonder-anime,FALSE,73,FALSE
258,18593,TheBloke@Falcon-7B-Instruct-GPTQ\discussion_19.yaml,https://huggingface.co/TheBloke/Falcon-7B-Instruct-GPTQ/discussions/19,TheBloke/Falcon-7B-Instruct-GPTQ,FALSE,3816,FALSE
259,289,AdamOswald1@test\discussion_3.yaml,https://huggingface.co/AdamOswald1/test/discussions/3,AdamOswald1/test,FALSE,160,FALSE
260,8649,IDEA-CCNL@Ziya-LLaMA-13B-v1\discussion_26.yaml,https://huggingface.co/IDEA-CCNL/Ziya-LLaMA-13B-v1/discussions/26,IDEA-CCNL/Ziya-LLaMA-13B-v1,FALSE,453,FALSE
261,5990,EnToRai@Yugi-Muto-DSOD\discussion_1.yaml,https://huggingface.co/EnToRai/Yugi-Muto-DSOD/discussions/1,EnToRai/Yugi-Muto-DSOD,FALSE,68,FALSE
262,955,anon8231489123@vicuna-13b-GPTQ-4bit-128g\discussion_42.yaml,https://huggingface.co/anon8231489123/vicuna-13b-GPTQ-4bit-128g/discussions/42,anon8231489123/vicuna-13b-GPTQ-4bit-128g,FALSE,2469,FALSE
263,11471,microsoft@phi-1_5\discussion_39.yaml,https://huggingface.co/microsoft/phi-1_5/discussions/39,microsoft/phi-1_5,FALSE,890,FALSE
264,8393,huggingtweets@bestmusiclyric\discussion_1.yaml,https://huggingface.co/huggingtweets/bestmusiclyric/discussions/1,huggingtweets/bestmusiclyric,TRUE,19,FALSE
265,3360,cognitivecomputations@WizardLM-13B-Uncensored\discussion_2.yaml,https://huggingface.co/cognitivecomputations/WizardLM-13B-Uncensored/discussions/2,cognitivecomputations/WizardLM-13B-Uncensored,FALSE,1853,FALSE
266,14498,p1atdev@pvc-v3\discussion_1.yaml,https://huggingface.co/p1atdev/pvc-v3/discussions/1,p1atdev/pvc-v3,FALSE,558,FALSE
267,15036,psyberm@90sAnimeLoRA\discussion_1.yaml,https://huggingface.co/psyberm/90sAnimeLoRA/discussions/1,psyberm/90sAnimeLoRA,FALSE,93,FALSE
268,17736,starmpcc@Asclepius-13B\discussion_1.yaml,https://huggingface.co/starmpcc/Asclepius-13B/discussions/1,starmpcc/Asclepius-13B,FALSE,705,FALSE
269,6024,Ersian@Code\discussion_1.yaml,https://huggingface.co/Ersian/Code/discussions/1,Ersian/Code,FALSE,40,FALSE
270,16687,SG161222@RealVisXL_V3.0\discussion_2.yaml,https://huggingface.co/SG161222/RealVisXL_V3.0/discussions/2,SG161222/RealVisXL_V3.0,FALSE,216,FALSE
271,3143,codellama@CodeLlama-7b-Instruct-hf\discussion_13.yaml,https://huggingface.co/codellama/CodeLlama-7b-Instruct-hf/discussions/13,codellama/CodeLlama-7b-Instruct-hf,FALSE,1600,FALSE
272,17959,taozi555@MythoMax-Kimiko-Mix\discussion_1.yaml,https://huggingface.co/taozi555/MythoMax-Kimiko-Mix/discussions/1,taozi555/MythoMax-Kimiko-Mix,FALSE,131,FALSE
273,1582,BelleGroup@BELLE-LLaMA-EXT-13B\discussion_3.yaml,https://huggingface.co/BelleGroup/BELLE-LLaMA-EXT-13B/discussions/3,BelleGroup/BELLE-LLaMA-EXT-13B,FALSE,40,FALSE
274,17032,speechbrain@asr-whisper-large-v2-commonvoice-sr\discussion_1.yaml,https://huggingface.co/speechbrain/asr-whisper-large-v2-commonvoice-sr/discussions/1,speechbrain/asr-whisper-large-v2-commonvoice-sr,TRUE,25,FALSE
